{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.1588 ,1515 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,230;194;161
      005.1589 ,1515 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,225;188;160
      005.159  ,1515 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,227;187;165
      005.1590 ,1515 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,223;184;167
      005.1591 ,1515 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,224;184;172
      005.1592 ,1515 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,223;184;176
      005.1593 ,1550 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,130;145;210
      005.1594 ,1550 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,102;151;214
      005.1595 ,1555 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;161;194
      005.1596 ,1555 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,116;131;203
      005.1597 ,1555 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,86;138;205
      005.1598 ,1560 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,9;138;203
      005.1599 ,1565 B           ,001.jpg                           ,4   ,4458  ,0.002 ,0;136;191
      005.160  ,1565 G           ,001.jpg                           ,4   ,4458  ,0.002 ,0;163;104
      005.1600 ,1575 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,185;2;69
      005.1601 ,1580 R           ,001.jpg                           ,4   ,4458  ,0.002 ,173;0;40
      005.1602 ,1580 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,198;44;32
      005.1603 ,1580 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,189;19;31
      005.1604 ,2000 N           ,001.jpg                           ,4   ,4458  ,0.002 ,201;200;197
      005.1605 ,2002 B           ,001.jpg                           ,4   ,4458  ,0.002 ,190;194;194
      005.1606 ,2002 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,192;197;197
      005.1607 ,2002 G           ,001.jpg                           ,4   ,4458  ,0.002 ,192;195;192
      005.1608 ,2002 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,195;197;192
      005.1609 ,2002 R           ,001.jpg                           ,4   ,4458  ,0.002 ,197;193;192
      005.161  ,2002 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,198;195;197
      005.1610 ,2002 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,199;195;187
      005.1611 ,2002 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,201;194;187
      005.1612 ,2005 B           ,001.jpg                           ,4   ,4458  ,0.002 ,186;194;197
      005.1613 ,2005 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,185;195;195
      005.1614 ,2005 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,186;195;194
      005.1615 ,2005 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,186;195;192
      005.1616 ,2005 G           ,001.jpg                           ,4   ,4458  ,0.002 ,188;195;188
      005.1617 ,2005 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,188;195;186
      005.1618 ,2005 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,191;198;189
      005.1619 ,2005 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,189;195;184
      005.162  ,2005 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,197;200;188
      005.1620 ,2005 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,192;194;181
      005.1621 ,2005 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,197;196;183
      005.1622 ,2005 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,195;197;181
      005.1623 ,2005 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,201;199;180
      005.1624 ,2005 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,203;198;182
      005.1625 ,2005 R           ,001.jpg                           ,4   ,4458  ,0.002 ,202;191;189
      005.1626 ,2005 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,202;190;190
      005.1627 ,2005 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,199;187;189
      005.1628 ,2005 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,199;191;194
      005.1629 ,2005 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,199;191;196
      005.163  ,2005 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,193;189;195
      005.1630 ,2005 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,194;192;198
      005.1631 ,2005 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,191;193;199
      005.1632 ,2005 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,190;193;197
      005.1633 ,2005 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,187;194;199
      005.1634 ,2005 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,205;198;181
      005.1635 ,2005 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,203;195;176
      005.1636 ,2005 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,204;194;178
      005.1637 ,2005 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,206;194;178
      005.1638 ,2005 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,205;190;173
      005.1639 ,2005 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,203;191;177
      005.164  ,2005 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,204;190;179
      005.1640 ,2005 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,205;190;181
      005.1641 ,2005 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,201;187;182
      005.1642 ,2005 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,203;190;187
      005.1643 ,2010 B           ,001.jpg                           ,4   ,4458  ,0.002 ,172;187;195
      005.1644 ,2010 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,173;187;191
      005.1645 ,2010 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,170;192;193
      005.1646 ,2010 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,171;192;190
      005.1647 ,2010 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,172;192;188
      005.1648 ,2010 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,173;195;185
      005.1649 ,2010 G           ,001.jpg                           ,4   ,4458  ,0.002 ,176;195;181
      005.165  ,2010 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,180;198;182
      005.1650 ,2010 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,177;191;175
      005.1651 ,2010 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,183;194;174
      005.1652 ,2010 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,190;195;175
      005.1653 ,2010 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,192;194;173
      005.1654 ,2010 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,190;192;169
      005.1655 ,2010 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,195;194;166
      005.1656 ,2010 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,200;196;166
      005.1657 ,2010 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,200;193;160
      005.1658 ,2010 R           ,001.jpg                           ,4   ,4458  ,0.002 ,204;182;179
      005.1659 ,2010 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,202;179;180
      005.166  ,2010 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,199;180;185
      005.1660 ,2010 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,197;180;188
      005.1661 ,2010 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,195;183;194
      005.1662 ,2010 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,192;184;196
      005.1663 ,2010 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,187;186;198
      005.1664 ,2010 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,183;187;201
      005.1665 ,2010 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,176;186;198
      005.1666 ,2010 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,177;190;197
      005.1667 ,2010 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,203;192;162
      005.1668 ,2010 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,202;188;159
      005.1669 ,2010 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,206;187;158
      005.167  ,2010 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,213;192;165
      005.1670 ,2010 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,209;183;158
      005.1671 ,2010 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;184;163
      005.1672 ,2010 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,209;183;167
      005.1673 ,2010 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,210;183;170
      005.1674 ,2010 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,202;176;167
      005.1675 ,2010 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,204;179;173
      005.1676 ,2020 B           ,001.jpg                           ,4   ,4458  ,0.002 ,148;182;197
      005.1677 ,2020 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,143;181;191
      005.1678 ,2020 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,145;190;195
      005.1679 ,2020 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,145;187;189
      005.168  ,2020 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,141;185;182
      005.1680 ,2020 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,145;188;183
      005.1681 ,2020 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,141;189;181
      005.1682 ,2020 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,149;188;174
      005.1683 ,2020 G           ,001.jpg                           ,4   ,4458  ,0.002 ,155;190;169
      005.1684 ,2020 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,160;190;162
      005.1685 ,2020 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,161;190;158
      005.1686 ,2020 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,172;191;155
      005.1687 ,2020 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,177;189;150
      005.1688 ,2020 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,180;189;146
      005.1689 ,2020 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,188;190;145
      005.169  ,2020 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,192;193;142
      005.1690 ,2020 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,198;191;140
      005.1691 ,2020 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,204;193;143
      005.1692 ,2020 R           ,001.jpg                           ,4   ,4458  ,0.002 ,206;163;163
      005.1693 ,2020 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,205;163;168
      005.1694 ,2020 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,201;160;171
      005.1695 ,2020 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,203;167;182
      005.1696 ,2020 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,194;165;186
      005.1697 ,2020 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,186;168;193
      005.1698 ,2020 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,175;171;199
      005.1699 ,2020 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,167;173;198
      005.170  ,2020 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,158;176;200
      005.1700 ,2020 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,152;178;198
      005.1701 ,2020 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,205;189;141
      005.1702 ,2020 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,207;184;138
      005.1703 ,2020 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,212;181;136
      005.1704 ,2020 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,217;180;139
      005.1705 ,2020 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,213;170;135
      005.1706 ,2020 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,212;166;138
      005.1707 ,2020 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;166;141
      005.1708 ,2020 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,213;165;147
      005.1709 ,2020 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,209;163;152
      005.171  ,2020 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,215;164;156
      005.1710 ,2030 B           ,001.jpg                           ,4   ,4458  ,0.002 ,124;173;197
      005.1711 ,2030 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,120;175;191
      005.1712 ,2030 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,108;174;181
      005.1713 ,2030 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,108;178;180
      005.1714 ,2030 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,111;178;175
      005.1715 ,2030 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,115;184;178
      005.1716 ,2030 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,112;181;172
      005.1717 ,2030 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,122;184;162
      005.1718 ,2030 G           ,001.jpg                           ,4   ,4458  ,0.002 ,126;184;153
      005.1719 ,2030 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,133;183;147
      005.172  ,2030 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,141;181;138
      005.1720 ,2030 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,152;183;133
      005.1721 ,2030 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,165;183;129
      005.1722 ,2030 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,175;187;128
      005.1723 ,2030 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,184;189;121
      005.1724 ,2030 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,188;188;121
      005.1725 ,2030 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,196;185;116
      005.1726 ,2030 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,199;184;116
      005.1727 ,2030 R           ,001.jpg                           ,4   ,4458  ,0.002 ,210;142;143
      005.1728 ,2030 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,206;143;154
      005.1729 ,2030 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,202;144;161
      005.173  ,2030 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,203;147;170
      005.1730 ,2030 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,187;145;177
      005.1731 ,2030 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,184;153;188
      005.1732 ,2030 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,168;158;197
      005.1733 ,2030 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,150;160;197
      005.1734 ,2030 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,140;162;199
